"economy"	"economycode"	"wpid_random"	"wgt"	"female"	"age"	"educ"	"inc_q"	"account"	"account_fin"	"account_mob"	"q2"	"q3"	"q4"	"q5"	"q6"	"q8a"	"q8b"	"q8c"	"q8d"	"q8e"	"q8f"	"q8g"	"q8h"	"q8i"	"q9"	"q10"	"q11"	"q12"	"q13"	"q14"	"q16"	"q17a"	"q17b"	"q17c"	"q18a"	"q18b"	"q20"	"q21a"	"q21b"	"q21c"	"q21d"	"q22a"	"q22b"	"q22c"	"q24"	"q25"	"q26"	"q27a"	"q27b"	"q27c"	"q27d"	"q28"	"q29a"	"q29b"	"q29c"	"q29d"	"q30"	"q31a"	"q31b"	"q31c"	"q32"	"q33a"	"q33b"	"q33c"	"q34"	"q35"	"q36a"	"q36bc"	"q36d"	"q37"	"q38"	"q39"	"q40a"	"q40bc"	"q40d"	"q41"	"q42"	"q43"	"q44a"	"q44b"	"q44c"	"saved"	"borrowed"
"Mexico"	"MEX"	133767224	0.286285095113012	"2 female"	"58"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"5 (dk)"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	134672529	1.30110671763751	"1 male"	"15"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	197289395	1.61456947090246	"1 male"	"73"	"completed primary or less"	"2 second 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"no"		"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	129696873	0.53164958954465	"2 female"	"30"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"2 three or more times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	128513175	0.628383983772919	"1 male"	"25"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"yes"	"no"										"yes"	"1 one or two times per month"	"no"		"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"no"	"yes"
"Mexico"	"MEX"	187966164	1.61456947090246	"1 male"	"56"	"completed primary or less"	"3 middle 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"2 you get it over the counter in a branch of your financial institution"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"4 a credit card or borrowing from a formal financial institution"	"no"					"no"					"no"				"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"no"	"no"
"Mexico"	"MEX"	125745618	2.21062813232116	"2 female"	"28"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	137375929	0.286285095113012	"2 female"	"69"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	169743769	0.286285095113012	"2 female"	"31"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"1 all of the money right away"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	116009738	2.77094265303367	"2 female"	"15"	"completed primary or less"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	140498662	0.53164958954465	"2 female"	"30"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"yes"	"no"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	160123516	0.463539020960685	"1 male"	"39"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"2 three or more times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"no"				"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"no"	"no"
"Mexico"	"MEX"	167986569	1.10081235398855	"2 female"	"15"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	127370443	0.431888243741457	"2 female"	"35"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"							"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	188335547	0.392181113134058	"2 female"	"37"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"no"											"yes"	"3 money is not deposited in a typical month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"3 money from working or a loan from an employer"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	192261106	0.585477474117469	"2 female"	"33"	"secondary"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	204770830	0.740468456595941	"2 female"	"38"	"completed tertiary or more"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"no"										"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"yes"	"yes"	"no"	"yes"	"no"	"1 all of the money right away"	"1 you had this account before you began receiving payments from an employer."	"no"						"no"				"no"	"no"
"Mexico"	"MEX"	169695158	1.61456947090246	"1 male"	"62"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"5 (dk)"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"no"	"no"			"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	168678189	1.38547132651683	"2 female"	"20"	"completed primary or less"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	190456217	0.733874902659034	"2 female"	"20"	"secondary"	"4 fourth 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	173787979	1.92742065510094	"1 male"	"40"	"completed primary or less"	"4 fourth 20%"	"yes"	"yes"	"no"	"no"			"yes"	"yes"	"yes"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"7 (dk)"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"yes"	"no"	"1 all of the money right away"	"4 (dk)"	"no"						"no"				"no"	"no"
"Mexico"	"MEX"	194914773	0.692005928021774	"1 male"	"34"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"2 three or more times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"1 very possible"	"6 some other source"	"yes"	"yes"	"no"	"no"	"no"	"no"					"yes"	"yes"	"yes"	"no"	"no"				"yes"	"no"	"yes"	"yes"	"no"	"2 over time as needed"	"4 (dk)"	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	196580085	0.292738737058735	"2 female"	"26"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"(dk)"			"no"		"(dk)"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"(dk)"	"no"	"no"	"no"	"yes"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	168458985	1.0763796472683	"1 male"	"75"	"completed primary or less"	"5 richest 20%"	"no"	"no"	"no"	"no"			"(dk)"		"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"							"no"	"no"	"yes"	"no"	"no"	"(dk)"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	140307033	1.19326330670587	"2 female"	"48"	"completed primary or less"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"							"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"3 not very possible"	"1 savings"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	140871655	0.510470920102448	"1 male"	"39"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"no"	"yes"	"(dk)"	"no"	"no"	"(dk)"	"(dk)"							"no"	"no"	"(dk)"	"no"	"no"	"no"	"no"	"(ref)"	"no"	"(dk)"	"yes"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"no"				"no"				"yes"	"no"	"yes"	"no"	"no"			"yes"	"yes"	"no"	"no"			"no"				"no"	"yes"
"Mexico"	"MEX"	163691474	0.455340056750402	"2 female"	"63"	"completed primary or less"	"5 richest 20%"	"no"	"no"	"no"	"no"			"no"		"yes"	"yes"	"(dk)"	"yes"	"no"	"no"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"yes"	"(dk)"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"4 not at all possible"		"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"yes"	"yes"	"no"	"no"			"no"				"yes"	"yes"
"Mexico"	"MEX"	122604958	2.11556887780191	"1 male"	"47"	"completed primary or less"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"yes"	"(dk)"	"no"	"yes"	"yes"	"no"	"(dk)"	"no"	"no"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	197047237	0.628383983772919	"1 male"	"27"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"2 three or more times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"yes"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"(dk)"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	173458163	1.03800889203266	"1 male"	"26"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"no"		"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"no"	"yes"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	190159147	0.867404478425006	"1 male"	"23"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"no"										"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"no"	"yes"	"no"	"no"	"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	190877023	0.942575975659378	"1 male"	"27"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"no"		"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"yes"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	157592098	0.628383983772919	"1 male"	"29"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	169544156	0.942575975659378	"1 male"	"31"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"2 three or more times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"no"				"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	189267824	0.628383983772919	"1 male"	"27"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"2 three or more times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	129285744	1.10081235398855	"2 female"	"17"	"secondary"	"1 poorest 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"yes"	"yes"	"no"	"no"	"yes"	"yes"	"no"							"(dk)"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"no"				"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	185607954	0.628383983772919	"1 male"	"29"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"no"	"no"											"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"no"				"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	203812176	0.628383983772919	"1 male"	"30"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"2 three or more times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"no"				"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"no"
"Mexico"	"MEX"	138865921	0.942575975659378	"1 male"	"29"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"no"			"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"yes"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"1 very possible"	"1 savings"	"yes"	"no"	"yes"	"yes"	"no"	"no"					"no"				"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	162218928	0.628383983772919	"1 male"	"26"	"secondary"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"2 three or more times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"yes"	"(dk)"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"yes"	"no"	"yes"	"no"	"no"	"no"					"no"				"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	177265057	2.86285095113012	"2 female"	"21"	"(dk)"	"5 richest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"no"										"yes"	"2 three or more times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"yes"	"yes"	"no"	"no"	"no"	"no"	"yes"	"no"	"(dk)"	"yes"	"yes"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"yes"	"no"	"no"	"yes"	"no"	"2 over time as needed"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	210064698	0.628383983772919	"1 male"	"26"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"1 one or two times per month"	"yes"	"1 one or two times per month"	"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"yes"	"yes"
"Mexico"	"MEX"	193861486	0.692005928021774	"1 male"	"29"	"secondary"	"3 middle 20%"	"no"	"no"	"no"	"no"			"no"		"no"	"no"	"no"	"no"	"no"	"yes"	"no"	"no"	"yes"							"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"no"	"2 somewhat possible"	"2 family, relatives, or friends"	"no"					"no"					"yes"	"yes"	"no"	"no"	"no"				"no"							"no"						"no"				"no"	"no"
"Mexico"	"MEX"	179097685	0.286285095113012	"2 female"	"47"	"secondary"	"1 poorest 20%"	"yes"	"yes"	"no"	"yes"	"(ref)"	"(dk)"	"no"		"no"	"yes"	"(ref)"	"yes"	"(dk)"	"no"	"(ref)"	"(dk)"	"(dk)"							"yes"	"no"	"(dk)"	"no"	"(dk)"	"(ref)"	"no"	"yes"	"(ref)"	"(dk)"	"(dk)"	"no"	"no"	"yes"	"1 very possible"	"5 (a/an [insert local terminology for private lenders (i.e., loan shark or pawn shop)])"	"(dk)"					"no"					"(dk)"				"no"				"yes"	"(dk)"	"no"	"yes"	"no"	"4 (refused)"	"2 you had an account before, but this account was opened so you could receive payments from an employer."	"(dk)"						"(ref)"				"no"	"yes"
"Mexico"	"MEX"	192509856	0.815355281663735	"2 female"	"35"	"completed primary or less"	"4 fourth 20%"	"yes"	"yes"	"no"	"(dk)"			"(dk)"		"(dk)"	"(dk)"	"(dk)"	"(dk)"	"(ref)"	"(ref)"	"no"	"(dk)"	"(dk)"							"no"	"yes"	"(dk)"	"yes"	"(dk)"	"no"	"(dk)"	"no"	"no"	"yes"	"yes"	"no"	"(dk)"	"yes"	"1 very possible"	"4 a credit card or borrowing from a formal financial institution"	"yes"	"yes"	"(dk)"	"yes"	"no"	"no"					"no"				"no"				"yes"	"(ref)"	"no"	"yes"	"no"	"3 (dk)"	"1 you had this account before you began receiving payments from an employer."	"(dk)"						"no"				"yes"	"yes"
"Mexico"	"MEX"	132975826	0.314191991886459	"1 male"	"28"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"(ref)"			"(dk)"		"yes"	"no"	"(dk)"	"(dk)"	"yes"	"no"	"(dk)"	"(dk)"	"yes"							"no"	"(dk)"	"yes"	"no"	"no"	"(dk)"	"(dk)"	"no"	"yes"	"(dk)"	"(dk)"	"yes"	"(dk)"	"no"	"3 not very possible"	"2 family, relatives, or friends"	"(dk)"					"no"					"(ref)"				"no"				"no"							"yes"	"yes"	"yes"	"no"	"2 over time as needed"	"1 you had this account before you began receiving payments from the government."	"(dk)"				"yes"	"yes"
"Mexico"	"MEX"	202825939	0.474047699307291	"2 female"	"45"	"secondary"	"2 second 20%"	"no"	"no"	"no"	"yes"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"(dk)"	"(dk)"	"no"							"no"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"yes"	"yes"	"yes"	"yes"	"no"	"no"	"(dk)"	"2 somewhat possible"	"1 savings"	"no"					"no"					"no"				"yes"	"yes"	"no"	"no"	"no"							"yes"	"no"	"no"	"no"			"(dk)"				"no"	"yes"
"Mexico"	"MEX"	151872953	1.73480895685001	"1 male"	"18"	"secondary"	"4 fourth 20%"	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"yes"	"yes"										"yes"	"2 three or more times per month"	"no"		"1 you get it at an atm"	"no"	"no"	"no"	"no"	"no"	"(dk)"	"no"	"yes"	"no"	"yes"	"yes"	"yes"	"no"	"no"	"no"	"2 somewhat possible"	"1 savings"	"no"					"no"					"(dk)"				"yes"	"yes"	"no"	"yes"	"(dk)"							"(dk)"						"no"				"no"	"yes"
